hsa-let-7a-2,10940
hsa-let-7a-3,60750
hsa-let-7c-5p,5284616
hsa-let-7f-1,2767
hsa-mir-19b-1,2767
hsa-mir-24-1,123631
hsa-mir-24-2,2767
hsa-mir-26a-1,31703
hsa-mir-92a-1,387447
hsa-mir-92a-2,36462
hsa-mir-29b-1,2767
hsa-mir-29b-1,31703
hsa-mir-16-2,31703
hsa-mir-196a-1,6253
hsa-mir-196a-1,5310940
hsa-mir-199a-1,5360373
hsa-mir-7-3,5310940
hsa-mir-196a-2,4033
hsa-mir-199a-2,5360373
hsa-mir-125b-1,31703
hsa-mir-125b-1,36462
hsa-mir-153-2,5310940
hsa-mir-125b-2,5394
hsa-mir-128-2,2767
hsa-mir-128-2,3385
hsa-mir-128-2,5997
hsa-mir-128-2,31703
hsa-mir-26a-2,31703
hsa-mir-365a,5310940
hsa-mir-324,31703
hsa-mir-409,31703
hsa-miR-485-5p,31703
hsa-miR-485-3p,31703
hsa-mir-450a-2,5310940
hsa-mir-548a-1,5310940
hsa-mir-548a-2,5310940
hsa-mir-542,31703
hsa-mir-770,5310940
hsa-mir-1207,387447
hsa-mir-1285-1,5310940
hsa-mir-548h-2,5310940
hsa-mir-1255b-1,5310940
hsa-let-7a-5p,712
hsa-let-7a-5p,2767
hsa-let-7a-5p,3229
hsa-let-7a-5p,3385
hsa-let-7a-5p,3652
hsa-let-7a-5p,4091
hsa-let-7a-5p,5291
hsa-let-7a-5p,5757
hsa-let-7a-5p,5865
hsa-let-7a-5p,6253
hsa-let-7a-5p,14888
hsa-let-7a-5p,31703
hsa-let-7a-5p,36314
hsa-let-7a-5p,36462
hsa-let-7a-5p,41867
hsa-let-7a-5p,60750
hsa-let-7a-5p,60953
hsa-let-7a-5p,162282
hsa-let-7a-5p,444732
hsa-let-7a-5p,444795
hsa-let-7a-5p,969516
hsa-let-7a-5p,5280795
hsa-let-7a-5p,5310940
hsa-let-7a-5p,16197265
hsa-let-7a-5p,21633059
hsa-let-7a-5p,24180719
hsa-let-7a-5p,46843772
hsa-let-7b-5p,712
hsa-let-7b-5p,2767
hsa-let-7b-5p,3229
hsa-let-7b-5p,3385
hsa-let-7b-5p,4091
hsa-let-7b-5p,5291
hsa-let-7b-5p,5757
hsa-let-7b-5p,31703
hsa-let-7b-5p,36314
hsa-let-7b-5p,36462
hsa-let-7b-5p,41867
hsa-let-7b-5p,43815
hsa-let-7b-5p,60750
hsa-let-7b-5p,229455
hsa-let-7b-5p,2733526
hsa-let-7b-5p,5310940
hsa-let-7b-5p,24180719
hsa-let-7b-5p,91820602
hsa-let-7c-5p,712
hsa-let-7c-5p,2767
hsa-let-7c-5p,3385
hsa-let-7c-5p,4091
hsa-let-7c-5p,5755
hsa-let-7c-5p,5757
hsa-let-7c-5p,5978
hsa-let-7c-5p,6623
hsa-let-7c-5p,30323
hsa-let-7c-5p,31703
hsa-let-7c-5p,43815
hsa-let-7c-5p,60750
hsa-let-7c-5p,104741
hsa-let-7c-5p,119307
hsa-let-7c-5p,123631
hsa-let-7c-5p,148124
hsa-let-7c-5p,176870
hsa-let-7c-5p,216239
hsa-let-7c-5p,229455
hsa-let-7c-5p,253602
hsa-let-7c-5p,444732
hsa-let-7c-5p,444795
hsa-let-7c-5p,5310940
hsa-let-7c-5p,24180719
hsa-let-7d-5p,241
hsa-let-7d-5p,712
hsa-let-7d-5p,2767
hsa-let-7d-5p,3385
hsa-let-7d-5p,5291
hsa-let-7d-5p,5394
hsa-let-7d-5p,5757
hsa-let-7d-5p,14888
hsa-let-7d-5p,31703
hsa-let-7d-5p,36314
hsa-let-7d-5p,38904
hsa-let-7d-5p,43815
hsa-let-7d-5p,60750
hsa-let-7d-5p,119307
hsa-let-7d-5p,444795
hsa-let-7d-5p,446220
hsa-let-7d-5p,5280795
hsa-let-7d-5p,5310940
hsa-let-7d-5p,91820602
