hsa-mir-200b,60750
hsa-mir-21,60750
hsa-mir-24-1,126941
hsa-mir-214,2767
hsa-mir-15b,241903
hsa-mir-16-1,241903
hsa-mir-27a,3657
hsa-mir-27a,3657
hsa-mir-27a,241903
hsa-mir-27a,241903
hsa-mir-451a,3657
hsa-mir-451a,3657
hsa-mir-451a,241903
hsa-mir-451a,241903
hsa-let-7a-1,31703
hsa-let-7b,31703
hsa-let-7d,31703
hsa-let-7f-1,31703
hsa-let-7g,31703
hsa-let-7i,31703
hsa-mir-100,31703
hsa-mir-106a,31703
hsa-mir-106b,31703
hsa-mir-107,31703
hsa-mir-10a,31703
hsa-mir-125a,31703
hsa-mir-127,31703
hsa-mir-130a,31703
hsa-mir-132,31703
hsa-mir-133b,31703
hsa-mir-140,31703
hsa-mir-141,31703
hsa-mir-145,31703
hsa-mir-146b,31703
hsa-mir-148a,31703
hsa-mir-149,31703
hsa-mir-152,31703
hsa-mir-155,31703
hsa-mir-15a,31703
hsa-mir-15b,31703
hsa-mir-16-1,31703
hsa-mir-17,31703
hsa-mir-181d,31703
hsa-mir-182,31703
hsa-mir-185,31703
hsa-mir-186,31703
hsa-mir-187,31703
hsa-mir-18a,31703
hsa-mir-18b,31703
hsa-mir-191,31703
hsa-mir-192,31703
hsa-mir-193b,31703
hsa-mir-195,31703
hsa-mir-196b,31703
hsa-mir-200a,31703
hsa-mir-200a,31703
hsa-mir-200b,31703
hsa-mir-200c,31703
hsa-mir-203a,31703
hsa-mir-205,31703
hsa-mir-206,31703
hsa-mir-20a,31703
hsa-mir-20b,31703
hsa-mir-210,31703
hsa-mir-212,31703
hsa-mir-214,31703
hsa-mir-215,31703
hsa-mir-22,31703
hsa-mir-221,31703
hsa-mir-222,31703
hsa-mir-224,31703
hsa-mir-23a,31703
hsa-mir-23b,31703
hsa-mir-25,31703
hsa-mir-27a,31703
hsa-mir-27b,31703
hsa-mir-28,31703
hsa-mir-29a,31703
hsa-mir-301a,31703
hsa-mir-30a,31703
hsa-mir-30e,31703
hsa-mir-31,31703
hsa-mir-320a,31703
hsa-mir-323a,31703
hsa-mir-324,31703
hsa-mir-328,31703
hsa-mir-331,31703
hsa-mir-339,31703
hsa-mir-342,31703
hsa-mir-345,31703
hsa-mir-34a,31703
hsa-mir-34c,31703
hsa-mir-362,31703
hsa-mir-373,31703
hsa-mir-374a,31703
hsa-mir-375,31703
hsa-mir-378a,31703
hsa-mir-409,31703
hsa-mir-410,31703
hsa-mir-411,31703
hsa-mir-421,31703
hsa-mir-422a,31703
hsa-mir-424,31703
hsa-mir-429,31703
hsa-mir-431,31703
hsa-mir-432,31703
hsa-mir-433,31703
hsa-mir-451a,31703
hsa-mir-455,31703
hsa-mir-484,31703
hsa-mir-485,31703
hsa-mir-487a,31703
hsa-mir-487b,31703
hsa-mir-489,31703
hsa-mir-493,31703
hsa-mir-495,31703
hsa-mir-503,31703
hsa-mir-532,31703
hsa-mir-542,31703
hsa-mir-557,31703
hsa-mir-574,31703
hsa-mir-584,31703
hsa-mir-590,31703
hsa-mir-615,31703
hsa-mir-637,31703
hsa-mir-654,31703
hsa-mir-660,31703
hsa-mir-7-1,31703
hsa-mir-9-1,31703
hsa-mir-93,31703
hsa-mir-96,31703
hsa-mir-99b,31703
hsa-let-7a-1,60953
hsa-mir-198,60953
hsa-mir-33a,60953
hsa-mir-203a,2733526
hsa-mir-21,2733526
hsa-mir-221,2733526
hsa-mir-222,2733526
hsa-mir-23a,2733526
hsa-mir-24-1,2733526
hsa-mir-27a,2733526
hsa-mir-32,2733526
hsa-mir-342,2733526
hsa-mir-375,2733526
hsa-mir-489,2733526
hsa-let-7a-1,31703
hsa-let-7a-1,31703
hsa-let-7a-1,36314
hsa-let-7a-1,36314
hsa-mir-221,2733526
hsa-mir-222,2733526
hsa-mir-34a,2767
hsa-mir-34a,148124
hsa-mir-34a,31703
hsa-mir-34a,60750
hsa-mir-1-1,31703
hsa-let-7e,2767
hsa-mir-10a,2767
hsa-mir-20a,2767
hsa-mir-23a,2767
hsa-mir-23b,2767
hsa-mir-29c,2767
hsa-mir-93,2767
hsa-mir-99a,2767
hsa-mir-100,2767
hsa-mir-106a,36314
hsa-mir-106a,36314
hsa-mir-106a,2767
hsa-mir-106a,2767
hsa-mir-107,36314
hsa-mir-125a,36314
hsa-mir-126,36314
hsa-mir-130a,36314
hsa-mir-130b,36314
hsa-mir-137,36314
hsa-mir-182,36314
hsa-mir-197,36314
hsa-mir-204,36314
hsa-mir-20b,36314
hsa-mir-21,36314
hsa-mir-335,36314
hsa-mir-34a,24360
hsa-mir-100,31703
hsa-mir-106a,31703
